Invoice ID,City,Customer type,Gender,Product line,Date,Payment,gross income,Rating
558-80-4082,Naypyidaw,Normal,Male,Electronic accessories,2019-03-14,Ewallet,9.7475,6.0
278-97-7759,Yangon,Member,Female,Electronic accessories,2019-02-18,Cash,3.124,4.7
316-68-6352,Yangon,Member,Female,Food and beverages,2019-01-21,Cash,3.636,7.1
585-03-5943,Mandalay,Normal,Male,Health and beauty,2019-03-13,Ewallet,9.055,5.9
211-05-0490,Naypyidaw,Member,Female,Electronic accessories,2019-03-03,Cash,12.98,7.5
727-75-6477,Naypyidaw,Normal,Male,Electronic accessories,2019-03-29,Cash,5.768,6.4
744-02-5987,Yangon,Member,Male,Home and lifestyle,2019-01-10,Ewallet,23.514,5.8
307-83-9164,Yangon,Member,Male,Home and lifestyle,2019-01-25,Cash,12.002,4.5
779-06-0012,Naypyidaw,Member,Female,Home and lifestyle,2019-01-19,Cash,4.4305,7.7
446-47-6729,Naypyidaw,Normal,Male,Fashion accessories,2019-01-02,Credit card,9.982,6.7
573-10-3877,Mandalay,Member,Male,Health and beauty,2019-03-12,Credit card,1.9505,4.7
735-06-4124,Naypyidaw,Normal,Male,Food and beverages,2019-02-25,Cash,2.4305,4.4
439-54-7422,Yangon,Normal,Female,Electronic accessories,2019-03-18,Credit card,10.238,4.7
396-90-2219,Mandalay,Normal,Female,Electronic accessories,2019-02-23,Cash,5.984,8.6
411-77-0180,Yangon,Member,Male,Electronic accessories,2019-03-26,Ewallet,25.27,4.3
286-01-5402,Yangon,Normal,Female,Sports and travel,2019-03-30,Cash,14.0805,9.6
803-17-8013,Yangon,Member,Female,Home and lifestyle,2019-02-17,Cash,35.516,4.1
512-98-1403,Yangon,Member,Female,Electronic accessories,2019-03-21,Ewallet,3.972,4.7
848-42-2560,Yangon,Normal,Female,Fashion accessories,2019-03-05,Cash,8.191,7.8
532-59-7201,Mandalay,Member,Male,Sports and travel,2019-01-31,Cash,23.979,5.5
181-94-6432,Naypyidaw,Member,Male,Fashion accessories,2019-02-05,Ewallet,6.933,9.7
870-76-1733,Yangon,Member,Female,Food and beverages,2019-02-01,Credit card,3.5575,4.4
423-64-4619,Yangon,Member,Female,Health and beauty,2019-03-07,Cash,6.9975,5.0
227-07-4446,Naypyidaw,Member,Female,Electronic accessories,2019-02-10,Cash,39.065,4.4
174-36-3675,Naypyidaw,Member,Male,Food and beverages,2019-02-14,Cash,9.937,5.2
428-83-5800,Naypyidaw,Member,Female,Food and beverages,2019-02-09,Cash,3.162,7.3
603-07-0961,Naypyidaw,Member,Male,Electronic accessories,2019-01-10,Cash,18.6975,4.9
704-20-4138,Naypyidaw,Member,Female,Health and beauty,2019-03-11,Credit card,10.3845,8.1
787-15-1757,Naypyidaw,Member,Male,Health and beauty,2019-02-18,Ewallet,8.814,8.4
649-11-3678,Naypyidaw,Normal,Female,Food and beverages,2019-02-26,Cash,10.3185,5.5
622-20-1945,Naypyidaw,Normal,Female,Health and beauty,2019-01-18,Cash,1.971,8.4
372-94-8041,Yangon,Normal,Male,Health and beauty,2019-02-15,Ewallet,4.578,9.8
563-91-7120,Yangon,Normal,Female,Fashion accessories,2019-03-08,Cash,15.4425,6.7
746-54-5508,Yangon,Normal,Male,Home and lifestyle,2019-01-17,Credit card,6.456,9.4
276-54-0879,Mandalay,Normal,Male,Sports and travel,2019-03-12,Ewallet,19.548,6.4
815-11-1168,Yangon,Member,Male,Food and beverages,2019-03-09,Cash,24.945,5.4
719-76-3868,Naypyidaw,Member,Male,Food and beverages,2019-03-12,Cash,18.852,8.6
730-61-8757,Mandalay,Member,Male,Health and beauty,2019-01-25,Credit card,10.226,4.0
340-66-0321,Yangon,Member,Male,Electronic accessories,2019-03-25,Cash,7.272,7.6
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,2019-02-07,Cash,9.909,6.8
634-97-8956,Yangon,Normal,Male,Food and beverages,2019-02-17,Credit card,4.935,9.1
566-71-1091,Yangon,Normal,Male,Fashion accessories,2019-02-03,Cash,19.255,5.5
442-48-3607,Yangon,Member,Male,Food and beverages,2019-03-14,Credit card,2.348,7.9
835-16-0096,Naypyidaw,Member,Male,Sports and travel,2019-03-24,Ewallet,3.675,8.5
527-09-6272,Yangon,Member,Female,Electronic accessories,2019-03-21,Credit card,7.1125,9.1
898-04-2717,Yangon,Normal,Male,Fashion accessories,2019-03-19,Ewallet,34.38,7.5
692-27-8933,Mandalay,Normal,Female,Sports and travel,2019-02-24,Cash,17.385,5.2
633-09-3463,Naypyidaw,Normal,Female,Electronic accessories,2019-03-28,Credit card,7.1475,9.5
374-17-3652,Mandalay,Member,Female,Food and beverages,2019-02-05,Credit card,19.269,8.9
378-07-7001,Mandalay,Member,Male,Electronic accessories,2019-02-10,Credit card,7.2135,7.8
433-75-6987,Mandalay,Member,Female,Health and beauty,2019-03-05,Ewallet,19.5895,8.9
873-95-4984,Mandalay,Member,Female,Health and beauty,2019-02-15,Cash,26.915,7.7
416-13-5917,Naypyidaw,Normal,Female,Food and beverages,2019-01-30,Ewallet,24.2575,9.3
150-89-8043,Yangon,Normal,Male,Sports and travel,2019-02-14,Cash,6.6975,6.2
135-84-8019,Yangon,Normal,Female,Fashion accessories,2019-02-27,Ewallet,35.0685,7.6
441-94-7118,Yangon,Member,Male,Electronic accessories,2019-02-04,Cash,3.5975,7.3
725-96-3778,Naypyidaw,Member,Female,Home and lifestyle,2019-01-20,Cash,35.7,4.7
531-80-1784,Yangon,Normal,Male,Electronic accessories,2019-03-28,Cash,9.107,5.1
400-45-1220,Mandalay,Normal,Female,Health and beauty,2019-02-27,Credit card,6.75,4.8
860-79-0874,Naypyidaw,Member,Female,Fashion accessories,2019-02-15,Credit card,49.65,6.6
834-61-8124,Yangon,Normal,Male,Electronic accessories,2019-01-26,Cash,18.0915,5.5
115-99-4379,Mandalay,Member,Female,Fashion accessories,2019-03-14,Credit card,19.1555,8.5
565-67-6697,Mandalay,Member,Male,Home and lifestyle,2019-03-02,Cash,12.15,4.8
320-49-6392,Naypyidaw,Normal,Female,Electronic accessories,2019-03-04,Cash,1.512,8.4
889-04-9723,Mandalay,Member,Female,Food and beverages,2019-01-07,Credit card,17.828,7.8
632-90-0281,Naypyidaw,Normal,Female,Fashion accessories,2019-03-08,Credit card,18.775,9.3
554-42-2417,Naypyidaw,Normal,Female,Sports and travel,2019-01-09,Cash,47.72,5.2
453-63-6187,Mandalay,Normal,Male,Electronic accessories,2019-03-01,Ewallet,4.125,6.5
578-80-7669,Mandalay,Normal,Male,Sports and travel,2019-03-16,Cash,3.7485,5.6
612-36-5536,Yangon,Member,Male,Food and beverages,2019-02-17,Credit card,32.384,7.4
605-72-4132,Naypyidaw,Normal,Female,Food and beverages,2019-02-27,Cash,37.788,9.1
471-41-2823,Naypyidaw,Normal,Male,Food and beverages,2019-03-07,Ewallet,9.979,8.0
462-67-9126,Yangon,Normal,Male,Home and lifestyle,2019-01-21,Cash,21.966,7.2
272-27-9238,Naypyidaw,Normal,Female,Food and beverages,2019-02-19,Cash,8.248,7.1
834-25-9262,Naypyidaw,Normal,Female,Fashion accessories,2019-01-06,Cash,16.336,9.1
122-61-9553,Naypyidaw,Normal,Female,Electronic accessories,2019-03-14,Cash,23.094,5.6
468-88-0009,Yangon,Member,Male,Home and lifestyle,2019-03-24,Cash,13.188,6.0
613-59-9758,Naypyidaw,Normal,Female,Sports and travel,2019-01-27,Cash,7.18,5.4
254-31-0042,Yangon,Member,Male,Electronic accessories,2019-03-06,Credit card,9.675,7.8
201-86-2184,Mandalay,Member,Female,Electronic accessories,2019-02-02,Cash,9.191,9.9
261-12-8671,Mandalay,Normal,Female,Fashion accessories,2019-01-25,Credit card,6.096,4.9
730-70-9830,Naypyidaw,Normal,Female,Home and lifestyle,2019-03-14,Ewallet,21.033,5.2
382-25-8917,Naypyidaw,Normal,Male,Fashion accessories,2019-01-29,Cash,12.624,8.9
422-29-8786,Yangon,Normal,Female,Home and lifestyle,2019-01-03,Credit card,16.7725,9.1
667-23-5919,Yangon,Member,Female,Fashion accessories,2019-01-14,Ewallet,24.175,7.0
843-01-4703,Mandalay,Member,Female,Home and lifestyle,2019-01-05,Credit card,15.921,9.6
743-88-1662,Naypyidaw,Normal,Male,Sports and travel,2019-02-22,Ewallet,33.4215,8.7
595-86-2894,Naypyidaw,Member,Male,Fashion accessories,2019-02-06,Ewallet,19.396,9.4
182-69-8360,Mandalay,Normal,Female,Electronic accessories,2019-01-30,Credit card,4.73,4.0
289-15-7034,Yangon,Member,Male,Sports and travel,2019-01-11,Credit card,16.466,7.5
462-78-5240,Naypyidaw,Normal,Female,Electronic accessories,2019-03-19,Cash,2.661,4.2
868-52-7573,Mandalay,Normal,Female,Food and beverages,2019-01-14,Cash,24.9225,9.9
153-58-4872,Naypyidaw,Member,Female,Food and beverages,2019-03-01,Ewallet,14.978,4.2
662-72-2873,Yangon,Normal,Female,Food and beverages,2019-01-06,Ewallet,10.235,9.9
525-88-7307,Mandalay,Member,Male,Sports and travel,2019-01-31,Cash,3.791,5.8
689-16-9784,Naypyidaw,Normal,Male,Food and beverages,2019-03-11,Cash,14.031,6.0
725-56-0833,Yangon,Normal,Female,Health and beauty,2019-02-20,Credit card,16.16,10.0
394-41-0748,Naypyidaw,Member,Female,Fashion accessories,2019-01-27,Ewallet,24.3315,9.5
596-42-3999,Mandalay,Normal,Male,Food and beverages,2019-03-10,Credit card,6.377,6.6
541-89-9860,Naypyidaw,Member,Female,Fashion accessories,2019-02-15,Cash,12.072,8.1
173-82-9529,Mandalay,Normal,Female,Fashion accessories,2019-01-26,Cash,18.975,9.7
563-36-9814,Yangon,Member,Male,Electronic accessories,2019-02-13,Ewallet,3.841,7.2
308-47-4913,Yangon,Member,Female,Sports and travel,2019-03-09,Credit card,26.13,6.2
885-17-6250,Yangon,Normal,Female,Health and beauty,2019-03-06,Ewallet,3.987,7.3
726-27-2396,Yangon,Normal,Female,Health and beauty,2019-01-24,Ewallet,19.375,4.3
316-01-3952,Yangon,Normal,Female,Food and beverages,2019-03-13,Ewallet,13.5675,4.6
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,2019-03-15,Cash,6.1155,5.8
793-10-3222,Mandalay,Member,Female,Health and beauty,2019-03-05,Credit card,12.318,8.3
346-12-3257,Mandalay,Member,Male,Electronic accessories,2019-03-04,Cash,8.658,8.0
110-05-6330,Naypyidaw,Normal,Female,Food and beverages,2019-03-25,Credit card,11.829,9.4
651-61-0874,Naypyidaw,Normal,Male,Home and lifestyle,2019-03-12,Credit card,9.244,6.2
236-86-3015,Naypyidaw,Member,Male,Home and lifestyle,2019-02-04,Ewallet,0.699,9.8
831-64-0259,Mandalay,Normal,Female,Fashion accessories,2019-02-22,Ewallet,9.9375,9.6
587-03-7455,Naypyidaw,Member,Female,Fashion accessories,2019-02-16,Ewallet,34.2265,4.9
882-40-4577,Yangon,Member,Male,Sports and travel,2019-01-19,Credit card,13.452,8.0
732-67-5346,Yangon,Normal,Male,Food and beverages,2019-01-11,Credit card,3.4475,7.8
725-32-9708,Mandalay,Member,Female,Fashion accessories,2019-01-04,Cash,13.742,4.1
256-08-8343,Yangon,Normal,Female,Home and lifestyle,2019-03-04,Ewallet,11.306,5.5
372-26-1506,Naypyidaw,Normal,Female,Fashion accessories,2019-01-28,Ewallet,5.955,5.4
244-08-0162,Mandalay,Normal,Female,Health and beauty,2019-01-02,Cash,17.105,5.1
569-71-4390,Mandalay,Normal,Male,Sports and travel,2019-01-25,Ewallet,2.187,6.9
132-23-6451,Yangon,Member,Male,Health and beauty,2019-01-04,Cash,5.2425,7.8
696-90-2548,Yangon,Normal,Male,Sports and travel,2019-03-10,Ewallet,3.876,6.6
472-15-9636,Yangon,Normal,Male,Home and lifestyle,2019-03-22,Ewallet,20.372,9.2
268-03-6164,Mandalay,Normal,Male,Health and beauty,2019-01-25,Ewallet,4.8055,7.8
750-57-9686,Naypyidaw,Normal,Female,Home and lifestyle,2019-01-08,Credit card,9.076,8.7
186-09-3669,Naypyidaw,Member,Female,Health and beauty,2019-01-22,Ewallet,4.0755,9.2
848-07-1692,Mandalay,Normal,Female,Health and beauty,2019-01-12,Ewallet,5.722,8.3
745-71-3520,Yangon,Member,Female,Electronic accessories,2019-02-04,Cash,8.827,8.2
266-76-6436,Naypyidaw,Member,Female,Food and beverages,2019-03-28,Ewallet,5.79,7.5
740-22-2500,Naypyidaw,Normal,Female,Electronic accessories,2019-01-23,Cash,12.6075,9.8
271-88-8734,Naypyidaw,Member,Female,Fashion accessories,2019-02-08,Credit card,48.605,8.7
301-81-8610,Mandalay,Member,Male,Fashion accessories,2019-03-19,Credit card,10.168,6.7
489-64-4354,Naypyidaw,Normal,Male,Fashion accessories,2019-03-09,Cash,0.814,5.0
198-84-7132,Mandalay,Member,Male,Fashion accessories,2019-01-02,Cash,18.2745,7.0
269-10-8440,Yangon,Member,Male,Health and beauty,2019-01-21,Cash,18.6095,8.9
650-98-6268,Mandalay,Member,Female,Food and beverages,2019-03-20,Credit card,3.1305,8.0
741-73-3559,Mandalay,Normal,Male,Sports and travel,2019-02-27,Cash,16.8175,6.9
325-77-6186,Yangon,Member,Female,Home and lifestyle,2019-03-08,Ewallet,45.325,7.3
286-75-7818,Mandalay,Normal,Male,Fashion accessories,2019-01-31,Credit card,6.908,6.9
574-57-9721,Naypyidaw,Normal,Male,Food and beverages,2019-03-08,Ewallet,4.327,5.7
459-50-7686,Yangon,Normal,Female,Electronic accessories,2019-01-13,Ewallet,7.038,6.4
616-87-0016,Mandalay,Normal,Male,Fashion accessories,2019-03-09,Credit card,33.439,9.6
837-55-7229,Mandalay,Normal,Female,Fashion accessories,2019-02-22,Credit card,2.372,6.8
751-69-0068,Naypyidaw,Normal,Male,Sports and travel,2019-03-19,Ewallet,44.658,9.0
257-73-1380,Naypyidaw,Member,Male,Sports and travel,2019-01-20,Ewallet,16.586,9.6
345-08-4992,Yangon,Normal,Male,Home and lifestyle,2019-03-08,Credit card,10.197,7.7
549-96-4200,Naypyidaw,Member,Male,Food and beverages,2019-03-08,Ewallet,3.408,7.0
810-60-6344,Naypyidaw,Normal,Female,Electronic accessories,2019-02-07,Credit card,16.344,6.5
450-28-2866,Naypyidaw,Member,Male,Food and beverages,2019-01-15,Cash,4.36,8.1
394-30-3170,Mandalay,Member,Female,Sports and travel,2019-03-22,Credit card,35.372,4.3
138-17-5109,Yangon,Member,Female,Home and lifestyle,2019-01-15,Credit card,40.1445,6.5
192-98-7397,Naypyidaw,Normal,Male,Fashion accessories,2019-01-08,Ewallet,0.639,9.5
301-11-9629,Yangon,Normal,Female,Sports and travel,2019-01-15,Cash,6.685,9.7
390-80-5128,Mandalay,Member,Female,Health and beauty,2019-01-28,Credit card,0.9575,9.5
235-46-8343,Naypyidaw,Member,Male,Food and beverages,2019-02-14,Credit card,13.83,8.9
453-12-7053,Naypyidaw,Normal,Male,Fashion accessories,2019-03-10,Credit card,6.861,6.5
296-11-7041,Mandalay,Member,Female,Health and beauty,2019-01-12,Credit card,1.3535,5.3
449-27-2918,Mandalay,Member,Female,Sports and travel,2019-03-26,Credit card,1.956,9.6
891-01-7034,Mandalay,Normal,Female,Electronic accessories,2019-01-01,Cash,22.413,6.7
744-09-5786,Mandalay,Normal,Male,Electronic accessories,2019-01-02,Cash,6.603,7.6
727-17-0390,Yangon,Normal,Female,Food and beverages,2019-03-16,Ewallet,15.9025,4.8
568-88-3448,Yangon,Normal,Male,Health and beauty,2019-03-03,Ewallet,1.25,5.5
187-83-5490,Yangon,Member,Male,Electronic accessories,2019-01-31,Cash,4.154,4.7
767-54-1907,Mandalay,Member,Female,Fashion accessories,2019-02-13,Cash,7.39,6.9
710-46-4433,Mandalay,Member,Female,Food and beverages,2019-02-15,Credit card,34.83,4.5
533-33-5337,Mandalay,Normal,Male,Electronic accessories,2019-02-07,Cash,39.695,6.2
325-90-8763,Naypyidaw,Member,Female,Electronic accessories,2019-01-27,Cash,23.285,7.6
729-46-7422,Naypyidaw,Normal,Male,Food and beverages,2019-02-23,Credit card,1.7945,7.9
639-76-1242,Naypyidaw,Normal,Male,Food and beverages,2019-02-03,Cash,10.13,4.5
234-03-4040,Mandalay,Member,Female,Food and beverages,2019-03-03,Credit card,36.525,8.7
326-71-2155,Naypyidaw,Normal,Female,Sports and travel,2019-02-03,Cash,14.79,6.1
320-32-8842,Naypyidaw,Member,Female,Food and beverages,2019-03-17,Cash,1.131,6.4
470-32-9057,Yangon,Member,Male,Food and beverages,2019-03-28,Credit card,12.835,9.1
878-30-2331,Naypyidaw,Member,Female,Sports and travel,2019-03-02,Credit card,27.275,7.1
440-59-5691,Naypyidaw,Member,Female,Health and beauty,2019-02-08,Credit card,13.0025,7.7
554-53-3790,Mandalay,Normal,Male,Sports and travel,2019-03-22,Cash,11.106,4.5
746-19-0921,Naypyidaw,Normal,Male,Food and beverages,2019-02-09,Ewallet,1.079,7.2
233-34-0817,Naypyidaw,Member,Female,Electronic accessories,2019-02-15,Cash,4.942,8.4
767-05-1286,Naypyidaw,Member,Female,Home and lifestyle,2019-01-23,Ewallet,25.131,5.4
340-21-9136,Yangon,Member,Female,Sports and travel,2019-01-25,Cash,8.01,9.7
405-31-3305,Yangon,Member,Male,Fashion accessories,2019-02-02,Credit card,21.565,5.5
731-59-7531,Mandalay,Member,Male,Health and beauty,2019-03-30,Cash,29.028,4.6
676-39-6028,Yangon,Member,Female,Electronic accessories,2019-03-30,Cash,16.11,6.6
502-05-1910,Yangon,Normal,Male,Health and beauty,2019-02-25,Credit card,9.777,6.3
485-30-8700,Yangon,Normal,Female,Sports and travel,2019-03-18,Credit card,8.315,4.2
598-47-9715,Naypyidaw,Normal,Male,Electronic accessories,2019-03-07,Ewallet,16.814,4.4
701-69-8742,Mandalay,Normal,Male,Sports and travel,2019-03-16,Ewallet,17.185,6.7
575-67-1508,Yangon,Normal,Male,Electronic accessories,2019-01-29,Ewallet,1.93,6.7
541-08-3113,Naypyidaw,Normal,Male,Food and beverages,2019-02-02,Cash,26.388,8.4
246-11-3901,Naypyidaw,Normal,Female,Electronic accessories,2019-02-15,Cash,16.4,6.2
674-15-9296,Yangon,Normal,Male,Sports and travel,2019-01-08,Ewallet,9.285,5.0
305-18-3552,Mandalay,Member,Male,Home and lifestyle,2019-02-12,Cash,30.19,6.0
493-65-6248,Naypyidaw,Member,Female,Sports and travel,2019-01-01,Credit card,18.49,7.0
438-01-4015,Mandalay,Member,Female,Sports and travel,2019-03-21,Ewallet,9.898,6.6
709-58-4068,Mandalay,Normal,Female,Fashion accessories,2019-02-28,Cash,20.545,7.3
795-49-7276,Yangon,Normal,Male,Fashion accessories,2019-03-23,Ewallet,7.43,8.3
556-72-8512,Naypyidaw,Normal,Male,Home and lifestyle,2019-01-30,Cash,1.148,4.3
627-95-3243,Mandalay,Member,Female,Home and lifestyle,2019-02-04,Ewallet,34.956,9.8
686-41-0932,Mandalay,Normal,Female,Fashion accessories,2019-03-13,Ewallet,3.47,8.2
510-09-5628,Yangon,Member,Female,Fashion accessories,2019-03-15,Credit card,9.83,7.2
608-04-3797,Mandalay,Member,Female,Health and beauty,2019-03-05,Ewallet,10.128,8.7
148-82-2527,Naypyidaw,Member,Female,Home and lifestyle,2019-03-05,Credit card,6.06,8.4
437-53-3084,Mandalay,Normal,Male,Fashion accessories,2019-02-26,Ewallet,9.989,7.1
632-32-4574,Mandalay,Normal,Male,Sports and travel,2019-03-20,Cash,30.368,5.5
556-97-7101,Naypyidaw,Normal,Female,Electronic accessories,2019-01-01,Cash,6.322,8.5
862-59-8517,Naypyidaw,Normal,Female,Food and beverages,2019-01-27,Cash,27.072,6.2
401-18-8016,Mandalay,Member,Female,Sports and travel,2019-01-21,Cash,4.9065,8.9
420-18-8989,Yangon,Member,Female,Sports and travel,2019-02-02,Cash,20.608,9.6
277-63-2961,Mandalay,Member,Male,Sports and travel,2019-02-03,Credit card,3.6985,5.4
573-98-8548,Naypyidaw,Member,Female,Fashion accessories,2019-01-05,Ewallet,1.595,9.1
620-02-2046,Naypyidaw,Normal,Male,Home and lifestyle,2019-01-27,Ewallet,6.94,9.0
282-35-2475,Mandalay,Normal,Female,Sports and travel,2019-03-25,Cash,9.331,6.3
511-54-3087,Mandalay,Normal,Male,Sports and travel,2019-02-25,Credit card,4.4225,9.5
726-29-6793,Yangon,Member,Male,Electronic accessories,2019-01-28,Ewallet,9.672,9.8
387-49-4215,Mandalay,Member,Female,Sports and travel,2019-01-08,Cash,7.275,6.7
862-17-9201,Mandalay,Normal,Female,Food and beverages,2019-01-29,Credit card,25.215,7.7
291-21-5991,Mandalay,Member,Male,Health and beauty,2019-03-29,Cash,15.3225,7.0
602-80-9671,Naypyidaw,Member,Female,Home and lifestyle,2019-02-09,Credit card,4.785,5.1
347-72-6115,Mandalay,Member,Female,Sports and travel,2019-01-16,Credit card,31.759,6.2
209-61-0206,Yangon,Normal,Female,Home and lifestyle,2019-01-05,Ewallet,10.7275,6.1
595-27-4851,Yangon,Normal,Female,Fashion accessories,2019-01-27,Ewallet,18.998,9.3
189-52-0236,Yangon,Normal,Male,Electronic accessories,2019-03-14,Cash,34.8425,7.6
503-07-0930,Naypyidaw,Member,Male,Sports and travel,2019-02-23,Credit card,20.4365,8.2
413-20-6708,Naypyidaw,Member,Female,Fashion accessories,2019-03-18,Ewallet,2.5735,8.5
425-85-2085,Mandalay,Member,Male,Health and beauty,2019-03-29,Ewallet,13.715,9.8
521-18-7827,Naypyidaw,Member,Male,Home and lifestyle,2019-01-22,Credit card,9.8475,8.7
220-28-1851,Yangon,Normal,Male,Home and lifestyle,2019-03-01,Ewallet,3.473,9.7
600-38-9738,Naypyidaw,Member,Male,Sports and travel,2019-01-17,Credit card,17.98,4.3
734-91-1155,Mandalay,Normal,Female,Electronic accessories,2019-03-26,Credit card,6.8565,7.7
451-28-5717,Naypyidaw,Member,Female,Home and lifestyle,2019-03-20,Cash,24.951,7.3
609-81-8548,Yangon,Member,Female,Home and lifestyle,2019-02-06,Credit card,11.232,5.9
133-14-7229,Naypyidaw,Normal,Male,Health and beauty,2019-01-01,Cash,6.287,5.0
534-01-4457,Yangon,Normal,Male,Food and beverages,2019-01-27,Credit card,24.513,8.0
719-89-8991,Yangon,Member,Female,Sports and travel,2019-02-25,Ewallet,22.8525,7.1
286-62-6248,Mandalay,Normal,Male,Fashion accessories,2019-01-16,Credit card,7.842,9.0
339-38-9982,Mandalay,Member,Male,Fashion accessories,2019-01-13,Ewallet,5.986,6.7
827-44-5872,Mandalay,Member,Female,Food and beverages,2019-02-07,Credit card,27.18,6.1
827-77-7633,Yangon,Normal,Male,Sports and travel,2019-02-17,Cash,44.1405,9.3
287-83-1405,Yangon,Normal,Male,Health and beauty,2019-02-12,Ewallet,7.629,7.0
435-13-4908,Yangon,Member,Male,Fashion accessories,2019-01-24,Credit card,34.672,7.2
857-67-9057,Mandalay,Normal,Male,Electronic accessories,2019-02-06,Ewallet,11.475,8.2
236-27-1144,Naypyidaw,Normal,Female,Food and beverages,2019-03-26,Ewallet,7.3395,8.4
892-05-6689,Yangon,Normal,Female,Home and lifestyle,2019-03-11,Ewallet,7.08,6.2
583-41-4548,Naypyidaw,Normal,Male,Home and lifestyle,2019-02-07,Ewallet,5.8345,7.4
339-12-4827,Mandalay,Member,Female,Fashion accessories,2019-01-05,Credit card,3.698,5.0
643-38-7867,Yangon,Normal,Male,Home and lifestyle,2019-03-07,Ewallet,4.897,6.9
308-81-0538,Yangon,Normal,Female,Fashion accessories,2019-02-25,Credit card,14.61,4.9
358-88-9262,Naypyidaw,Member,Female,Food and beverages,2019-02-01,Ewallet,26.244,5.1
460-35-4390,Yangon,Normal,Male,Home and lifestyle,2019-01-22,Ewallet,4.602,9.1
343-87-0864,Naypyidaw,Member,Male,Health and beauty,2019-01-03,Credit card,3.794,7.1
173-50-1108,Mandalay,Member,Female,Sports and travel,2019-02-13,Credit card,4.036,5.0
243-47-2663,Naypyidaw,Member,Male,Electronic accessories,2019-01-28,Credit card,5.631,5.5
841-18-8232,Mandalay,Normal,Female,Food and beverages,2019-01-05,Credit card,3.56,9.2
701-23-5550,Mandalay,Member,Male,Home and lifestyle,2019-03-19,Ewallet,7.762,4.9
647-50-1224,Yangon,Normal,Female,Fashion accessories,2019-01-12,Ewallet,14.71,8.9
541-48-8554,Yangon,Normal,Male,Sports and travel,2019-01-07,Credit card,27.4275,6.0
539-21-7227,Mandalay,Normal,Female,Sports and travel,2019-01-26,Cash,12.885,4.2
213-32-1216,Yangon,Normal,Female,Electronic accessories,2019-01-23,Cash,19.818,7.3
747-58-7183,Mandalay,Normal,Male,Fashion accessories,2019-02-09,Ewallet,8.5905,6.5
582-52-8065,Mandalay,Normal,Female,Fashion accessories,2019-02-22,Cash,24.4395,8.9
210-57-1719,Mandalay,Normal,Female,Health and beauty,2019-02-05,Cash,26.208,9.7
399-69-4630,Naypyidaw,Normal,Male,Electronic accessories,2019-03-07,Credit card,6.663,8.6
134-75-2619,Yangon,Member,Male,Electronic accessories,2019-03-25,Cash,6.762,6.9
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,2019-01-20,Credit card,5.622,7.7
198-66-9832,Mandalay,Member,Female,Fashion accessories,2019-02-04,Cash,7.204,9.5
283-26-5248,Naypyidaw,Member,Female,Food and beverages,2019-01-30,Ewallet,49.26,4.5
712-39-0363,Yangon,Member,Male,Food and beverages,2019-01-02,Ewallet,12.498,5.6
218-59-9410,Yangon,Member,Female,Home and lifestyle,2019-03-29,Ewallet,10.863,8.2
174-75-0888,Mandalay,Normal,Male,Electronic accessories,2019-03-14,Cash,9.711,7.3
866-99-7614,Naypyidaw,Normal,Male,Food and beverages,2019-02-11,Credit card,44.6,4.4
134-54-4720,Mandalay,Normal,Female,Electronic accessories,2019-01-30,Ewallet,16.968,5.7
760-90-2357,Yangon,Member,Male,Electronic accessories,2019-03-20,Ewallet,22.353,5.0
514-37-2845,Mandalay,Normal,Male,Fashion accessories,2019-03-20,Cash,9.925,9.0
698-98-5964,Yangon,Normal,Female,Food and beverages,2019-01-17,Credit card,40.605,6.3
718-57-9773,Naypyidaw,Normal,Female,Sports and travel,2019-02-03,Credit card,24.665,9.4
651-88-7328,Yangon,Normal,Female,Fashion accessories,2019-01-01,Cash,29.583,7.7
241-11-2261,Mandalay,Normal,Female,Fashion accessories,2019-01-10,Credit card,27.951,5.5
408-26-9866,Naypyidaw,Normal,Female,Sports and travel,2019-03-02,Ewallet,25.893,4.1
834-83-1826,Mandalay,Member,Female,Home and lifestyle,2019-02-25,Credit card,20.51,7.6
343-61-3544,Mandalay,Member,Male,Sports and travel,2019-01-29,Cash,13.335,8.6
239-48-4278,Yangon,Member,Male,Food and beverages,2019-03-10,Ewallet,3.5455,8.3
355-34-6244,Mandalay,Normal,Male,Food and beverages,2019-01-13,Credit card,7.239,8.1
550-84-8664,Yangon,Normal,Male,Sports and travel,2019-03-22,Credit card,21.4775,8.6
339-96-8318,Mandalay,Member,Male,Fashion accessories,2019-03-01,Ewallet,28.4585,6.3
458-61-0011,Mandalay,Normal,Male,Food and beverages,2019-02-20,Cash,12.06,5.8
592-34-6155,Naypyidaw,Normal,Male,Food and beverages,2019-01-14,Ewallet,6.354,6.2
797-88-0493,Yangon,Normal,Female,Health and beauty,2019-03-26,Cash,12.854,7.7
207-73-1363,Mandalay,Normal,Male,Health and beauty,2019-03-01,Ewallet,6.951,8.1
390-31-6381,Naypyidaw,Normal,Male,Food and beverages,2019-01-07,Cash,4.083,7.3
443-82-0585,Yangon,Member,Female,Health and beauty,2019-02-01,Cash,15.536,8.4
339-18-7061,Naypyidaw,Member,Female,Fashion accessories,2019-02-13,Credit card,9.298,8.0
